#time	ekin		epot		etot		chain_length	emp
36.5	5.644989	5.566002	11.210991	8.069275	3.639136
36.6	5.707888	5.503105	11.210993	8.029650	3.679685
36.7	7.375913	3.835073	11.210986	7.970224	4.755005
36.8	9.580469	1.630507	11.210976	7.902701	6.176209
36.9	10.760272	0.450699	11.210971	7.836434	6.936789
37	10.208428	1.002550	11.210977	7.777797	6.581033
37.1	8.711429	2.499559	11.210988	7.730541	5.615968
37.2	7.791932	3.419062	11.210994	7.696682	5.023199
37.3	8.213896	2.997092	11.210989	7.677300	5.295225
37.4	9.270328	1.940651	11.210979	7.672614	5.976271
37.5	9.647775	1.563200	11.210975	7.681061	6.219599
37.6	8.882894	2.328085	11.210979	7.697897	5.726506
37.7	7.730947	3.480039	11.210986	7.714342	4.983884
37.8	7.152103	4.058884	11.210986	7.718034	4.610722
37.9	7.277859	3.933123	11.210982	7.694909	4.691793
38	7.522520	3.688460	11.210979	7.632094	4.849518
38.1	7.436692	3.774289	11.210981	7.521095	4.794187
38.2	7.174985	4.035999	11.210984	7.360347	4.625474
38.3	7.175538	4.035447	11.210985	7.156268	4.625830
38.4	7.573280	3.637703	11.210983	6.922310	4.882241
38.5	8.030690	3.180291	11.210980	6.676051	5.177118
38.6	8.117218	3.093763	11.210981	6.435063	5.232900
38.7	7.817331	3.393654	11.210984	6.212758	5.039573
38.8	7.649375	3.561614	11.210988	6.015629	4.931297
38.9	8.166031	3.044956	11.210987	5.842978	5.264368
39	9.218819	1.992161	11.210980	5.689219	5.943065
39.1	9.870194	1.340780	11.210974	5.547001	6.362985
39.2	9.303997	1.906979	11.210976	5.408855	5.997977
39.3	7.825475	3.385511	11.210986	5.267454	5.044823
39.4	6.692656	4.518336	11.210992	5.116556	4.314532
39.5	6.781682	4.429307	11.210989	4.953460	4.371924
39.6	7.741193	3.469789	11.210982	4.781280	4.990489
39.7	8.649869	2.561110	11.210979	4.608520	5.576282
39.8	8.999844	2.211135	11.210979	4.444991	5.801899
39.9	8.842772	2.368208	11.210980	4.295889	5.700640
40	8.373652	2.837329	11.210981	4.157904	5.398215
40.1	7.733448	3.477534	11.210983	4.020410	4.985496
40.2	7.156458	4.054527	11.210985	3.871317	4.613530
40.3	6.998152	4.212834	11.210986	3.703733	4.511476
40.4	7.449831	3.761154	11.210985	3.519255	4.802658
40.5	8.269690	2.941292	11.210981	3.326302	5.331193
40.6	8.869205	2.341772	11.210978	3.135481	5.717681
40.7	8.722832	2.488146	11.210977	2.955566	5.623319
40.8	7.846588	3.364394	11.210982	2.792535	5.058434
40.9	6.992539	4.218450	11.210989	2.651410	4.507857
41	7.123261	4.087729	11.210990	2.538296	4.592129
41.1	8.360491	2.850491	11.210982	2.459734	5.389730
41.2	9.615704	1.595269	11.210973	2.418790	6.198924
41.3	9.602561	1.608412	11.210973	2.410730	6.190451
41.4	8.209719	3.001263	11.210982	2.422620	5.292532
41.5	6.679153	4.531838	11.210991	2.438284	4.305827
41.6	6.368602	4.842390	11.210993	2.445431	4.105626
41.7	7.515861	3.695125	11.210986	2.440162	4.845225
41.8	9.193749	2.017229	11.210978	2.426798	5.926904
41.9	10.157678	1.053296	11.210974	2.414757	6.548316
42	9.741456	1.469520	11.210976	2.415224	6.279992
42.1	8.246921	2.964062	11.210983	2.438776	5.316515
42.2	6.674746	4.536244	11.210990	2.493967	4.302986
42.3	6.042926	5.168067	11.210993	2.586416	3.895673
42.4	6.736020	4.474969	11.210989	2.717972	4.342487
42.5	8.245466	2.965516	11.210982	2.885893	5.315577
42.6	9.483292	1.727683	11.210975	3.082705	6.113563
42.7	9.564048	1.646927	11.210975	3.297529	6.165623
42.8	8.503518	2.707463	11.210981	3.518857	5.481935
42.9	7.186643	4.024345	11.210988	3.737694	4.632989
43	6.598052	4.612937	11.210990	3.949352	4.253544
43.1	7.032676	4.178310	11.210986	4.153035	4.533732
43.2	7.979076	3.231905	11.210981	4.350102	5.143844
43.3	8.693099	2.517880	11.210979	4.542685	5.604151
43.4	8.863203	2.347778	11.210981	4.733279	5.713812
43.5	8.750183	2.460801	11.210984	4.924744	5.640951
43.6	8.742880	2.468105	11.210985	5.120009	5.636243
